"startDateTime","endDateTime","tempSingleMean","tempSingleMinimum","tempSingleMaximum","tempSingleVariance","tempSingleNumPts","tempSingleExpUncert","tempSingleStdErMean","finalQF"
"2015-04-01T00:00:00Z","2015-04-01T00:30:00Z",22.9702783905830187904939521104097366333,22.45627659446118684627435868605971336364,23.50390602604601753000679309479892253875,0.0908462349235839711214524072602216619998,1800,0.018600611220223918496063930660966434516,0.007104233281157242181624855703603316214866,1
"2015-04-01T00:30:00Z","2015-04-01T01:00:00Z",21.98259945753367716747561644297093152999,21.53374393978347001166184782050549983978,22.45451169321156470459754928015172481536,0.0697024196175850957457598155997402500361,1800,0.0173683600032950337388459871590384864248,0.006222826243292828470032862497873793472535,1
"2015-04-01T01:00:00Z","2015-04-01T01:30:00Z",21.20036449703858139059775567147880792617,20.83126976594213175530967419035732746124,21.5345657817451545668063772609457373619,0.0369458252992512226065002778341295197606,1799,0.0152739659383899807620910138439285219646,0.004531762115405357956021692444892323692329,1
"2015-04-01T01:30:00Z","2015-04-01T02:00:00Z",20.40613851002204626183811342343688011169,20.01496425390539712907411740161478519439,20.83289511436303342861720011569559574127,0.0574070911430515709583666250637179473415,1800,0.0166115655153973862390159865753958001732,0.005647373585376340952846074827675693086348,1
"2015-04-01T02:00:00Z","2015-04-01T02:30:00Z",19.93792825205987639947124989703297615051,19.85029846296301059282995993271470069885,20.01847082314235137801006203517317771911,0.001388544048708438994471636718230911355931,1800,0.0128049694890483185816254518840651144273,0.000878301406348399866901022203791171705233,1
"2015-04-01T02:30:00Z","2015-04-01T03:00:00Z",19.61398005546314138314301089849323034286,19.30440396360680921361563378013670444488,19.85174619521684036271835793741047382354,0.0242732253496446663543206767599258455447,1800,0.014385849921057913131106076320975262206,0.003672209851608025047570160737109290494117,1
"2015-04-01T03:00:00Z","2015-04-01T03:30:00Z",18.93690986120319053043203894048929214477,18.52026185580442074751772452145814895629,19.30544338046577834688832808751612901687,0.053132156881282206761785147364207659848,1800,0.0163238485218232705353802458603240665979,0.005433034597169953024142774467009076033718,1
"2015-04-01T03:30:00Z","2015-04-01T04:00:00Z",18.08388728053925831318338168784976005554,17.77721509107243491598637774586677551269,18.52026185580442074751772452145814895629,0.0523036391025840652346801107341889292001,1800,0.0162610708897890365864924433481064625084,0.005390508072456006057049382462764697265811,1
"2015-04-01T04:00:00Z","2015-04-01T04:30:00Z",17.61302432014647934011009056121110916137,17.33340981384019485744829580653458833694,17.779680278729209419452672591432929039,0.0184864680320294370863276611771652824245,1800,0.0139550856781225085523345796900684945285,0.00320472463993306741492084199762757634744,1
"2015-04-01T04:30:00Z","2015-04-01T05:00:00Z",16.92836988514369522818014957010746002197,16.58482937315110206100143841467797756195,17.33299943417523181210526672657579183578,0.0462183459166697063746909179826616309583,1800,0.0158492661210172559871356412486420595087,0.00506723384526452328563417282225600501988,1
"2015-04-01T05:00:00Z","2015-04-01T05:30:00Z",16.49679523141356440874005784280598163604,16.44004117759503103002316493075340986251,16.585965344846769653486262541264295578,0.0015990352225961712660101676775070700387,1800,0.012771410590024831477329314566304674372,0.000942524748450838880005353548341417990741,1
"2015-04-01T05:30:00Z","2015-04-01T06:00:00Z",16.53711220200314002681807323824614286422,16.40856379082139326897049613762646913528,16.59363508761046901440749934408813714981,0.003331962077606923436357000412044726544991,1800,0.0128936031713650939983795140619804442394,0.001360547699683828598918311492127486417302,1
"2015-04-01T06:00:00Z","2015-04-01T06:30:00Z",16.52079263134848474692262243479490280151,16.40424067454188872261511278338730335235,16.64430560137594738989719189703464508056,0.004955643938165482827173935476139376987703,1800,0.0130049828293933699557838323812575254123,0.00165925752106267274631201669166102874442,1
"2015-04-01T06:30:00Z","2015-04-01T07:00:00Z",16.57449417111864775620233558584004640579,16.4911015665649181016760849161073565483,16.69118167386131545981697854585945606231,0.0046376713712010363827031866890138189774,1800,0.0129842086784011344346989602627218118868,0.001605143013912370018522746129008282878203,1
"2015-04-01T07:00:00Z","2015-04-01T07:30:00Z",16.43127212251848234814133320469409227371,16.32794863909263227697010734118521213531,16.53386748462818900407000910490751266479,0.004207284984915665021487640728992118965834,1800,0.0129529224412618555739573622531679575331,0.001528849419392037034190479083406444260617,1
"2015-04-01T07:30:00Z","2015-04-01T08:00:00Z",16.35823672850656151922521530650556087493,16.31163355020580141285790887195616960525,16.39430470892212099442986072972416877746,0.000411656200280215037266146049788062555307,1800,0.0126826227964760458732929038205838878639,0.000478223680974252795140150285035929300647,1
"2015-04-01T08:00:00Z","2015-04-01T08:30:00Z",16.0616075113148397690565616358071565628,15.85082262505786765416360140079632401466,16.31472323136814495114776946138590574264,0.0278533171292340460400982493638366577215,1800,0.0145770274484789113395022397412503778468,0.00393370881888793245961810640665134997107,1
"2015-04-01T08:30:00Z","2015-04-01T09:00:00Z",15.48685863299808218584985297638922929763,15.24072836324436153176975494716316461563,15.85338374041924502932943141786381602287,0.0465785091718576224617542891337507171556,1800,0.0158539840814226236365147570950284716673,0.005086939113054224359533606047989451326429,1
"2015-04-01T09:00:00Z","2015-04-01T09:30:00Z",15.04924186367980176726177887758240103721,14.65602969770233521273894439218565821647,15.26984629036785179323487682268023490905,0.0363211740991649656429274273250484839081,1800,0.0151355664119536791056841451563741429708,0.004492040745039123372794875876934383995831,1
"2015-04-01T09:30:00Z","2015-04-01T10:00:00Z",14.42737983893500697263334586750715970993,14.17858829297116152190483262529596686363,14.6575545132077387222580000525340437889,0.0125247814094302922088841611980569723527,1800,0.0134930368225706347889980563081735454034,0.002637842279994757031802432578615480451844,1
