"startDateTime","endDateTime","tempSingleMean","tempSingleMinimum","tempSingleMaximum","tempSingleVariance","tempSingleNumPts","tempSingleExpUncert","tempSingleStdErMean","finalQF"
"2015-04-27T01:00:00Z","2015-04-27T01:30:00Z",25.49650111063478874484644620679318904876,25.27323027994022908160332008264958858489,25.70697621462318238627631217241287231445,0.016097272570278403636123698561277706176,1800,0.0113229455555237910890920005613224930129,0.002990473073898212638677129859843262238427,1
"2015-04-27T01:30:00Z","2015-04-27T02:00:00Z",25.09443141967649992807309899944812059402,24.95752614718907125279656611382961273193,25.27611750387124089911594637669622898101,0.008726416867719962583427317781570309307426,1800,0.0105782894310167477347484066285687731578,0.002201819559127299406192657116321242938283,1
"2015-04-27T02:00:00Z","2015-04-27T02:30:00Z",24.88070411814486959656278486363589763641,24.79800655278265253400604706257581710815,24.96108267640396150000015040859580039978,0.00188076913637208334786898866752835601801,1800,0.009838251877962316677139753551273315679281,0.001022189680259459176187020190695875498931,1
"2015-04-27T02:30:00Z","2015-04-27T03:00:00Z",24.69684243668044487662882602307945489883,24.56503904445233743558674177620559930801,24.80462740139856236964988056570291519165,0.00443446420553394570623906290052218537312,1800,0.010114679237758637114774629139901662711,0.001569583137427462467966554626741526590194,1
"2015-04-27T03:00:00Z","2015-04-27T03:30:00Z",24.43980729640892590737166756298393011093,24.34373680418717000861761334817856550216,24.56568794863673588224628474563360214233,0.004375735000960052738239181024937352049164,1800,0.010103126089313730490149012553047214169,0.00155915486383561402959629926812112898915,1
"2015-04-27T03:30:00Z","2015-04-27T04:00:00Z",24.28352571129848058717470848932862281799,24.2325313300869460420017276192083954811,24.34695793174157074645336251705884933471,0.001025466636550297983357382669566959521034,1800,0.009728853706439130263894377037559024756774,0.000754787179920530766977226910796616721199,1
"2015-04-27T04:00:00Z","2015-04-27T04:30:00Z",24.15066972441349335554150457028299570083,24.05540604751901412328152218833565711975,24.23624412563375329909831634722650051116,0.002734561974383153959422543266555294394493,1800,0.009916623237959299244637101367061404744163,0.001232558760010868392775762458768440410494,1
"2015-04-27T04:30:00Z","2015-04-27T05:00:00Z",23.92774531654897884891397552564740180969,23.80369596231233941807658993639051914215,24.05689932298363231666371575556695461273,0.005457895694164781145996112599050320568494,1800,0.0102086276003987563854025211185216903686,0.001741311079197507870677807950698934291722,1
"2015-04-27T05:00:00Z","2015-04-27T05:30:00Z",23.67477119782470040831867663655430078506,23.51963739755410287557424453552812337875,23.80569885599738455539409187622368335723,0.006804565008918716725871966843897098442539,1800,0.0103465348254063813776548741429905930999,0.001944302932632600454040949777834157430334,1
"2015-04-27T05:30:00Z","2015-04-27T06:00:00Z",23.45871240713433181213076750282198190689,23.40578823311474820911826100200414657592,23.52397748044241154730116249993443489074,0.001124399117726950468598712262746630585752,757,0.009894124729269766771455607567986589856445,0.001218743488402860468758359679952718579443,1
"2015-04-27T06:00:00Z","2015-04-27T06:30:00Z",23.24994183284090354391082655638456344604,23.24398966894217011258660932071506977081,23.25750045931952314504087553359568119049,0.00000399166871416201204692290535613885538168,843,0.00958900602456737478906934057931721326895,0.00006881188545784340190609312815084308567747,1
"2015-04-27T06:30:00Z","2015-04-27T07:00:00Z",23.26471519170602775261613714974373579025,23.25011572047838726007285004016011953353,23.27283626553396800318296300247311592102,0.00002622708043944163523448868946541523428095,1017,0.009593675954844721812109220593356440076604,0.000160588520755587280900572588748786984069,1
"2015-04-27T07:00:00Z","2015-04-27T07:30:00Z",,,,,,,,0
"2015-04-27T07:30:00Z","2015-04-27T08:00:00Z",23.27960414476286743479249707888811826705,23.27499584527465970040793763473629951477,23.2848362369458925513754365965723991394,0.00000412186547916767367368906863078770186348,243,0.009592138770644442410939767285071866353973,0.000130239814877367037935715354812771238357,1
"2015-04-27T08:00:00Z","2015-04-27T08:30:00Z",23.28996426479523762509415973909199237823,23.27517345082381794441062083933502435684,23.30362907412116157956916140392422676086,0.00005530864221346644735545841631285668427153,1800,0.009595391087468516794212192166924069169908,0.000175291253209981356259161699995274830143,1
"2015-04-27T08:30:00Z","2015-04-27T09:00:00Z",23.29401087763688238396753149572759866714,23.28134074519799412428255891427397727966,23.30362907412116157956916140392422676086,0.00002405424954971263770079487054331934814399,1800,0.009591828956866169791917187126273347530514,0.00011560048430721463013325089885796614908,1
"2015-04-27T09:00:00Z","2015-04-27T09:30:00Z",23.27976412114809789954961161129176616668,23.27069727915009877960983430966734886169,23.28697523264845870016870321705937385559,0.0000070425645468414502120579369359720800503,1800,0.009589509604058988126440432608887931564822,0.00006255026666095326313195984502257829262816,1
"2015-04-27T09:30:00Z","2015-04-27T10:00:00Z",23.29691495185463168127171229571104049682,23.26629833324410867589904228225350379943,23.35730032771493114296390558592975139617,0.000632691607834211027991400122516552073648,1800,0.009662175940736482046555799740872316760942,0.000592870422340052911393259993388937800773,1
"2015-04-27T10:00:00Z","2015-04-27T10:30:00Z",23.4387124505263351181838515913113951683,23.35553452394612961029451980721205472946,23.51509910830885274890533764846622943878,0.002356787947270417866302283371737757988739,1800,0.009858853842331281869260095618301420472562,0.00114425811658578767578131607507430089754,1
"2015-04-27T10:30:00Z","2015-04-27T11:00:00Z",23.56809871519676846673974068835377693176,23.51301916844962036634569813031703233718,23.60338194291536240143614122644066810607,0.000743253937960618388594569161398339929291,1800,0.009680246864616824306604137007070676190778,0.000642587623925769142047004223172734782565,1
"2015-04-27T11:00:00Z","2015-04-27T11:30:00Z",23.64085114650000463143442175351083278656,23.60080769010475165714524337090551853179,23.66939163080632724245333520229905843734,0.000412655277328642417118687024668588492204,1800,0.009644332371492250408073765299832302844151,0.000478803646445226860003940849708214955171,1
"2015-04-27T11:30:00Z","2015-04-27T12:00:00Z",23.69179921615842943083407590165734291076,23.66664227297150446815976465586572885513,23.746305087660097399293590569868683815,0.000504855176675346136762334570136090405867,1800,0.009656525344957582468463641589551116339862,0.000529598997499967005450627333118518436094,1
"2015-04-27T12:00:00Z","2015-04-27T12:30:00Z",23.84316104111699630152543250005692243576,23.74526246912281379763953736983239650726,23.97734731616794690012284263502806425094,0.004009395726395789671947511578764533624053,1800,0.010050550862284684736080997424778615823,0.001492461748327200167507644579245607019402,1
"2015-04-27T12:30:00Z","2015-04-27T13:00:00Z",24.25694138428415413955008261837065219879,23.97660069664291171420700266025960445404,24.6046456123762808942956326063722372055,0.0323716352691522796236611725362308789044,1800,0.012779357469605625088893141594326152699,0.004240783160714033800386957295813772361725,1
