"startDateTime","endDateTime","windSpeedMean","windSpeedMinimum","windSpeedMaximum","windSpeedVariance","windSpeedNumPts","windSpeedExpUncert","windSpeedStdErMean","windSpeedFinalQF","windDirMean","windDirVariance","windDirNumPts","windDirExpUncert","windDirStdErMean","windDirFinalQF"
"2015-04-01T00:00:00Z","2015-04-01T00:30:00Z",3.14166753071825510801318159792572259902,1.41354167593318624795983851072378456592,5.43405908606632959134685734170489013195,0.5135887003510940518324900949664879590272,1730,0.122676937756717688299268331775238038972,0.0172299762370062489735822452985303243622,0,162.286490537246834264806238934397697448,253.28734114204416982829570770263671875,1730,0.0720699883400849755643591265652503352612,0.006680156137169308491752239831384940771386,0
"2015-04-01T00:30:00Z","2015-04-01T01:00:00Z",2.1512862771139928952379705151543021202,1.40929056309903755206391906540375202894,3.40136749908033575451327124028466641902,0.0778905081093203138786762451672984752804,1796,0.0684483858642929154925127477326896041631,0.006585505280053170935883333214633239549584,0,137.220209527934997595366439782083034515,19.78000743188353993673445074819028377532,1796,0.0720699883400849755643591265652503352612,0.001832138775938256438496898326206974161323,1
"2015-04-01T01:00:00Z","2015-04-01T01:30:00Z",2.05247589229357396689579218218568712472,0.8784645729680850001486192013544496148824,3.19812443222586528790429838409181684255,0.0877564637030572858300558891642140224575,1800,0.0644764385219342706090372985272551886737,0.006982377170143627166665201144724051118828,0,137.647342171784259790001669898629188537,60.43167774038148820636706659570336341857,1800,0.0720699883400849755643591265652503352612,0.003198851738350014326656145513538831437472,1
"2015-04-01T01:30:00Z","2015-04-01T02:00:00Z",2.14722287834999248090639412112068384885,1.50615403588079455055037669808370992541,3.21726590769243347978090241667814552783,0.0928942368614105590252094657444104086607,1800,0.0648501994032261441791575862225727178156,0.007183864514831157614682677348127981531433,0,138.85329825561515804110968019813299179,34.5976187017795169253986387047916650772,1800,0.0720699883400849755643591265652503352612,0.002420387436277521026745107590727457136381,1
"2015-04-01T02:00:00Z","2015-04-01T02:30:00Z",1.67186743219062172727262804983183741569,1.1002272534526675862309730291599407792,2.14720749206964178767975681694224476814,0.0316017923088990487778815463570936117321,1800,0.044113709520330439406432532223334419541,0.00419005385200735703393748465828139160294,0,157.153916367867111603118246421217918395,45.07408271814976075120284804143011569976,1800,0.0720699883400849755643591265652503352612,0.00276264597297866528954890519287346251076,0
"2015-04-01T02:30:00Z","2015-04-01T03:00:00Z",1.69601087116919924113744855276308953762,1.1738824872021909051511556754121556878,2.52958485400272969911839027190580964088,0.0315171855109574877706890561057662125676,1800,0.051477566366586895163504067340909386985,0.004184441122311018633472823324837008840404,0,154.708168712200773597942315973341464996,26.05586156730749181065220909658819437026,1800,0.0720699883400849755643591265652503352612,0.002100460432987576522845252213755884440615,0
"2015-04-01T03:00:00Z","2015-04-01T03:30:00Z",1.86885172994409898272749614989152178168,1.16056023010440978460167116281809285283,3.44576562847504375142193566716741770505,0.1066659650538714365630710290133720263838,1800,0.0693169796765563672735765976540278643369,0.007697978271882365865208530664176578284241,0,160.773710159839509969970094971358776092,28.58396652518160507838729245122522115707,1800,0.0720699883400849755643591265652503352612,0.002200001785103434560897373017951395013369,0
"2015-04-01T03:30:00Z","2015-04-01T04:00:00Z",2.69528913126539837463724325061775743961,1.43087380892586146785561140859499573707,4.27168582979600675031406353809870779514,0.2366381346407079033777876020394614897668,1800,0.0855208329981570619660047327670326922088,0.0114658462555516944131328571643280156422,0,176.156902103263888648143620230257511138,53.71238577725875273927158559672534465789,1800,0.0720699883400849755643591265652503352612,0.003015775491558453716423038315497251460328,0
"2015-04-01T04:00:00Z","2015-04-01T04:30:00Z",3.6248724627821711230524215352488681674,2.00442012497380384061784752702806144952,6.79036077516077263283023057738319039344,0.4624631259724567011737406119209481403231,1800,0.1954004851181878055221829981746850535273,0.0160288477088525310731981221579189877957,0,175.342180939373122328106546774506568908,54.53500354327275090327020734548568725585,1800,0.0720699883400849755643591265652503352612,0.003038781394990915356996152851820625073742,0
"2015-04-01T04:30:00Z","2015-04-01T05:00:00Z",5.19637717813012489642687796731479465961,2.38027299468779629521009155723731964826,9.98001958006016209878907829988747835159,1.65166976369106932587271785450866445899,1794,0.3667398534198725301713750468479702249169,0.0303424321777811568934257735463688732124,0,177.035145964522797612517024390399456024,52.13324444395090750958843273110687732696,1794,0.0720699883400849755643591265652503352612,0.002976079988125331522025307506851277139503,0
"2015-04-01T05:00:00Z","2015-04-01T05:30:00Z",6.07394729276837708198399923276156187057,2.8419182855951379274017654097406193614,9.73804889790968530860482132993638515472,1.56593619184524168730376914027146995067,1800,0.3537365417209215046057124709477648138999,0.0294951614849814670871186450540335499681,0,177.169784231072668490014621056616306304,58.01928695180045991719453013502061367034,1800,0.0720699883400849755643591265652503352612,0.003134353527280477405558833936538576381281,0
"2015-04-01T05:30:00Z","2015-04-01T06:00:00Z",5.81500549223861096237442325218580663204,2.92061630311138342719345928344409912824,8.95861569395629864231977990129962563514,1.19308443237972872097429899440612643957,1800,0.311854154272959926963437737867934629321,0.0257453818121892476222800638652188354171,0,173.70305370118794030531716998666524887,47.59814371030181234800693346187472343444,1800,0.0720699883400849755643591265652503352612,0.002838943790832997634415724164114180894102,0
"2015-04-01T06:00:00Z","2015-04-01T06:30:00Z",5.04704668230497066616635493119247257709,2.09286888738879284233007638249546289443,8.47254373935006732665442541474476456642,1.08531501792563211949982360238209366798,1800,0.28573906304556567770092101454793009907,0.0245550969807993672844315113934499095194,0,170.198220960233442156095406971871852874,56.43781667058744488940646988339722156524,1800,0.0720699883400849755643591265652503352612,0.003091340816667889276891934002833295380696,0
